Age (years b2k)	d18O(permil)
70160	-42.25
70180	-42.59
70200	-43.82
70220	-42.5
70240	-44.18
70260	-44.29
70280	-43.25
70300	-43.23
70320	-42.62
70340	-44.06
70360	-43.38
70380	-43.98
70400	-41.54
70420	-42.09
70440	-43.55
70460	-41.3
70480	-41.77
70500	-41.75
70520	-42.39
70540	-42.2
70560	-42.07
70580	-42.22
70600	-42.24
70620	-41.53
70640	-41.63
70660	-41.63
70680	-41.5
70700	-42.35
70720	-43.2
70740	-42.09
70760	-40.87
70780	-41.83
70800	-41.39
70820	-42.81
70840	-41.38
70860	-40.75
70880	-40.59
70900	-40.22
70920	-40.49
70940	-40.8
70960	-40.72
70980	-40.11
71000	-40.34
71020	-39.17
71040	-40.71
71060	-39.64
71080	-40.07
71100	-40.23
71120	-41.1
71140	-40.39
71160	-41.65
71180	-40.56
71200	-39.63
71220	-39.24
71240	-40.01
71260	-39.89
71280	-39
71300	-39.85
71320	-39.3
71340	-40.28
71360	-39.28
71380	-39.72
71400	-40.23
71420	-39.9
71440	-39.9
71460	-40.07
71480	-38.91
71500	-39.34
71520	-39.48
71540	-39.55
71560	-39.32
71580	-39.23
71600	-39.51
71620	-40.12
71640	-38.87
71660	-40.1
71680	-38.9
71700	-39.03
71720	-38.62
71740	-39.27
71760	-39.06
71780	-39.22
71800	-39.03
71820	-38.23
71840	-39.25
71860	-38.2
71880	-38.27
71900	-38.73
71920	-38.33
71940	-38.44
71960	-38.39
71980	-38.1
72000	-38.62
72020	-37.74
72040	-38.87
72060	-37.94
72080	-37.86
72100	-37.76
72120	-37.47
72140	-37.13
72160	-38.41
72180	-38.3
72200	-37.77
72220	-37.26
72240	-37.81
72260	-38.12
72280	-37.55
72300	-38.47
72320	-39.57
72340	-41.29
72360	-43.8
72380	-43.21
72400	-44.46
72420	-43.95
72440	-44.96
72460	-44.11
72480	-44.07
72500	-43.04
72520	-45.37
72540	-43.47
72560	-43.41
72580	-43.92
72600	-45.59
72620	-45.56
72640	-44.39
72660	-44.42
72680	-46
72700	-44.91
72720	-45.28
72740	-43.85
72760	-46.33
72780	-44.78
72800	-44.14
72820	-44.17
72840	-45.63
72860	-44.26
72880	-46
72900	-44.7
72920	-43.69
72940	-44.07
72960	-45
72980	-44.9
73000	-43.41
73020	-45.43
73040	-45.31
73060	-45.12
73080	-44.52
73100	-45.59
73120	-44.95
73140	-44.28
73160	-43.28
73180	-43.48
73200	-44.5
73220	-44.81
73240	-45.44
73260	-44.85
73280	-44.92
73300	-44.78
73320	-43.69
73340	-44.43
73360	-45.11
73380	-46.28
73400	-45.65
73420	-46
73440	-43.69
73460	-44.27
73480	-44.76
73500	-45.06
73520	-45.2
73540	-45.24
73560	-44.45
73580	-45.05
73600	-44.4
73620	-43.2
73640	-44.57
73660	-44.97
73680	-44.2
73700	-44.44
73720	-44.32
73740	-44.89
73760	-46.31
73780	-44.8
73800	-44.42
73820	-44.04
73840	-45.15
73860	-43.95
73880	-43.73
73900	-43.74
73920	-44.65
73940	-44.43
73960	-43.29
73980	-44.34
74000	-44.74
74020	-45.42
74040	-44.49
74060	-43.68
74080	-43.13
74100	-42.63
74120	-42.51
74140	-42.72
74160	-41.97
74180	-42.91
74200	-41.27
74220	-41.53
74240	-40.68
74260	-40.36
74280	-39.47
74300	-39.53
74320	-39.17
74340	-40.56
74360	-40.75
74380	-40.83
74400	-41.27
74420	-41.76
74440	-41.4
74460	-40.44
74480	-39.91
74500	-40.77
74520	-40.98
74540	-40.56
74560	-40.49
74580	-40.36
74600	-40.02
74620	-39.7
74640	-40.06
74660	-39.87
74680	-40.28
74700	-39.72
74720	-39.54
74740	-39.75
74760	-40.05
74780	-38.73
74800	-40.09
74820	-38.71
74840	-39.2
74860	-39.67
74880	-39.29
74900	-39.08
74920	-40.25
74940	-39.7
74960	-39.26
74980	-39.93
75000	-39.13
75020	-39.5
75040	-38.78
75060	-39.45
75080	-39.79
75100	-39.53
75120	-39.14
75140	-39.04
75160	-40
75180	-39.01
75200	-38.99
75220	-39.65
75240	-39.13
75260	-38.64
75280	-39.58
75300	-39.11
75320	-39.31
75340	-39.56
75360	-38.36
75380	-39.99
75400	-39.88
75420	-38.98
75440	-39.46
75460	-39.09
75480	-39.28
75500	-39.19
75520	-39.1
75540	-38.72
75560	-38.87
75580	-39.93
75600	-37.96
75620	-37.75
75640	-38.48
75660	-39.08
75680	-38.46
75700	-38.83
75720	-38.83
75740	-38.45
75760	-38.94
75780	-38.61
75800	-39.07
75820	-38.65
75840	-38.45
75860	-37.7
75880	-38.84
75900	-37.71
75920	-37.95
75940	-38.55
75960	-38.06
75980	-38.56
76000	-38.34
76020	-38.44
76040	-37.9
76060	-38.26
76080	-37.92
76100	-37.98
76120	-37.63
76140	-38.59
76160	-37.59
76180	-37.79
76200	-37.8
76220	-37.27
76240	-36.95
76260	-37.62
76280	-38.03
76300	-37.22
76320	-37.9
76340	-37.13
76360	-36.56
76380	-36.55
76400	-36.88
76420	-37.99
76440	-37.6
76460	-41.68
76480	-41.74
76500	-41.81
76520	-42.56
76540	-43.73
76560	-43.04
76580	-42.53
76600	-42.63
76620	-42.12
76640	-42.22
76660	-42.33
76680	-42.68
76700	-42.24
76720	-43.13
76740	-41.71
76760	-42.49
76780	-42.73
76800	-44.56
76820	-42.68
76840	-42.96
76860	-44.03
76880	-42.32
76900	-41.36
76920	-42.85
76940	-42.83
76960	-44.22
76980	-42.58
77000	-43.39
77020	-41.98
77040	-42.21
77060	-42.36
77080	-42.03
77100	-42.65
77120	-43.22
77140	-42.37
77160	-43.52
77180	-43.33
77200	-42.5
77220	-43.3
77240	-42.98
77260	-42.06
77280	-42.85
77300	-41.71
77320	-42.45
77340	-42.56
77360	-44.57
77380	-43.24
77400	-43.02
77420	-43.2
77440	-42.68
77460	-44.61
77480	-42.91
77500	-42.67
77520	-43.8
77540	-42.44
77560	-42.37
77580	-42.37
77600	-41.97
77620	-43.12
77640	-42.59
77660	-42.92
77680	-42.48
77700	-42.35
77720	-42.69
77740	-41.7
77760	-42
77780	-41.07
77800	-40.76
77820	-41.25
77840	-41.83
77860	-39.79
77880	-39.54
77900	-39.02
77920	-39.22
77940	-38.83
77960	-39.64
77980	-38.59
78000	-39.54
78020	-38.94
78040	-38.64
78060	-39.69
78080	-39.98
78100	-40.26
78120	-40.4
78140	-40.26
78160	-41.07
78180	-40.84
78200	-40.48
78220	-42.04
78240	-40.66
78260	-41.57
78280	-40.62
78300	-40.7
78320	-41
78340	-40.45
78360	-41.49
78380	-41.15
78400	-40.34
78420	-40.94
78440	-39.64
78460	-40.34
78480	-39.72
78500	-39.67
78520	-40.85
78540	-40.77
78560	-39.95
78580	-40.7
78600	-40.32
78620	-40.1
78640	-40.27
78660	-40.73
78680	-40.15
78700	-40.43
78720	-40.63
78740	-40.29
78760	-39.05
78780	-39.33
78800	-39.11
78820	-39.53
78840	-39.23
78860	-39.47
78880	-38.79
78900	-38.49
78920	-39
78940	-39.63
78960	-39.37
78980	-38.65
79000	-38.91
79020	-38.46
79040	-39.1
79060	-39.09
79080	-39.67
79100	-39.51
79120	-39.23
79140	-39.47
79160	-38.42
79180	-38.51
79200	-38.66
79220	-37.88
79240	-38.99
79260	-40.24
79280	-40.68
79300	-41.03
79320	-41.02
79340	-39.62
79360	-41.51
79380	-40.02
79400	-39.99
79420	-40.67
79440	-39.94
79460	-39.94
79480	-39.43
79500	-39.88
79520	-40.29
79540	-40.07
79560	-39.97
79580	-40.78
79600	-40.34
79620	-39.58
79640	-38.98
79660	-39.85
79680	-40.75
79700	-41.2
79720	-38.85
79740	-40.3
79760	-40.33
79780	-40.03
79800	-39.86
79820	-39.35
79840	-40.1
79860	-40.18
79880	-38.99
79900	-39.09
79920	-39.76
79940	-39.14
79960	-39.84
79980	-39.92
80000	-39.71
80020	-39.71
80040	-39.21
80060	-39.14
80080	-39.3
80100	-40.02
80120	-39.16
80140	-38.87
80160	-39.34
80180	-39.62
80200	-39.02
80220	-37.79
80240	-39.91
80260	-39.54
80280	-39.18
80300	-40.36
80320	-39.55
80340	-39.11
80360	-38.73
80380	-40.04
80400	-39.51
80420	-39.42
80440	-39.29
80460	-39.47
80480	-39.44
80500	-38.8
80520	-38.73
80540	-38.43
80560	-38.92
80580	-38.88
80600	-40.11
80620	-38.05
80640	-38.42
80660	-39.98
80680	-39.32
80700	-39.74
80720	-39.28
80740	-39.06
80760	-38.66
80780	-38.56
80800	-38.73
80820	-39.24
80840	-38.01
80860	-38.36
80880	-38.9
80900	-38.66
80920	-38.13
80940	-38.57
80960	-38.86
80980	-38.63
81000	-39.12
81020	-38.75
81040	-38.34
81060	-38.07
81080	-37.67
81100	-39.72
81120	-38.31
81140	-38.12
81160	-38.77
81180	-39.02
81200	-38.04
81220	-38.18
81240	-38.3
81260	-38.39
81280	-38.29
81300	-37.81
81320	-38.13
81340	-38.33
81360	-38.58
81380	-38.59
81400	-38.24
81420	-37.88
81440	-38.34
81460	-38.71
81480	-37.37
81500	-38.03
81520	-38.24
81540	-38.51
81560	-38.44
81580	-38.02
81600	-37.96
81620	-37.45
81640	-37.96
81660	-37.65
81680	-37.97
81700	-37.69
81720	-37.65
81740	-37.19
81760	-38.32
81780	-38.05
81800	-37.65
81820	-36.97
81840	-36.91
81860	-37.22
81880	-37.84
81900	-37.76
81920	-38.01
81940	-38.16
81960	-38.08
81980	-38.78
82000	-37.61
82020	-38.24
82040	-38.45
82060	-37.89
82080	-38.56
82100	-38.01
82120	-37.47
82140	-37.78
82160	-38.11
82180	-37.19
82200	-37.69
82220	-37.85
82240	-37.23
82260	-38.33
82280	-39.16
82300	-38.59
82320	-38.22
82340	-38.27
82360	-38.61
82380	-37.93
82400	-37.57
82420	-37.89
82440	-38.25
82460	-38.78
82480	-37.84
82500	-37.65
82520	-38.1
82540	-37.81
82560	-37.38
82580	-38.35
82600	-37.45
82620	-38.16
82640	-38.21
82660	-38.08
82680	-38.34
82700	-37.9
82720	-37.29
82740	-37.41
82760	-38.4
82780	-37
82800	-37.86
82820	-38.69
82840	-38.57
82860	-38.57
82880	-38.23
82900	-38.07
82920	-38.05
82940	-37.85
82960	-37.98
82980	-38.65
83000	-38.11
83020	-37.57
83040	-37.37
83060	-37
83080	-36.79
83100	-37.25
83120	-37.35
83140	-36.8
83160	-36.89
83180	-37.09
83200	-37.42
83220	-38.39
83240	-37.28
83260	-38.03
83280	-37.88
83300	-37.64
83320	-37.73
83340	-38.17
83360	-37.84
83380	-36.97
83400	-38.44
83420	-37.8
83440	-38.03
83460	-38.3
83480	-37.87
83500	-37.91
83520	-37.43
83540	-37.48
83560	-36.85
83580	-37.2
83600	-36.63
83620	-37.25
83640	-37.3
83660	-37.56
83680	-36.43
83700	-37.16
83720	-36.43
83740	-37.56
83760	-37.97
83780	-37.13
83800	-37.81
83820	-37.37
83840	-38.18
83860	-38.31
83880	-37.79
83900	-38.24
83920	-37.82
83940	-37.83
83960	-37.97
83980	-38
84000	-36.73
84020	-37.52
84040	-37.21
84060	-37.25
84080	-37.08
84100	-37.53
84120	-37.55
84140	-37.3
84160	-37.19
84180	-38.4
84200	-37.66
84220	-37.83
84240	-37.05
84260	-37.99
84280	-37.94
84300	-37.91
84320	-37.97
84340	-37.84
84360	-37.96
84380	-38.56
84400	-38.1
84420	-37.85
84440	-37.25
84460	-37.13
84480	-37.02
84500	-36.99
84520	-36.89
84540	-37.45
84560	-36.55
84580	-37.31
84600	-36.83
84620	-36.89
84640	-36.7
84660	-36.43
84680	-36.62
84700	-37.15
84720	-37.4
84740	-36.1
84760	-37.78
84780	-39.77
84800	-40.32
84820	-41.44
84840	-41.09
84860	-40.78
84880	-41.04
84900	-41.06
84920	-40.8
84940	-41.17
84960	-40.45
84980	-39.2
85000	-39.14
85020	-37.59
85040	-37.72
85060	-39.82
85080	-40.88
85100	-40.69
85120	-40.08
85140	-40.43
85160	-39.45
85180	-39.84
85200	-39.98
85220	-41.27
85240	-41.23
85260	-41.27
85280	-40.67
85300	-40.8
85320	-41.14
85340	-39.6
85360	-39.66
85380	-40.95
85400	-39.71
85420	-40.82
85440	-40.4
85460	-40.94
85480	-41.26
85500	-41.91
85520	-41.34
85540	-40.48
85560	-40.45
85580	-40.47
85600	-41.23
85620	-42.85
85640	-41.08
85660	-41.19
85680	-41.44
85700	-41.19
85720	-41.22
85740	-41.71
85760	-41.14
85780	-41.84
85800	-41.95
85820	-40.45
85840	-41.11
85860	-41.03
85880	-41.89
85900	-41.29
85920	-41.28
85940	-40.31
85960	-42.36
85980	-41.9
86000	-40.97
86020	-40.85
86040	-40.71
86060	-40.87
86080	-40.41
86100	-40.34
86120	-40.42
86140	-40.54
86160	-39.24
86180	-40.73
86200	-41.33
86220	-41.45
86240	-40.83
86260	-41.12
86280	-41.27
86300	-41.31
86320	-41.34
86340	-41.09
86360	-41.02
86380	-41.54
86400	-42.12
86420	-41.06
86440	-42.08
86460	-40.71
86480	-41.46
86500	-40.6
86520	-40.48
86540	-40.74
86560	-41.08
86580	-41.18
86600	-41.09
86620	-41.29
86640	-41.51
86660	-41.37
86680	-41.96
86700	-40.81
86720	-42.11
86740	-42.04
86760	-41.02
86780	-42.72
86800	-41.88
86820	-40.78
86840	-41.02
86860	-41.78
86880	-41.44
86900	-40.76
86920	-41.35
86940	-41.29
86960	-40.21
86980	-40.82
87000	-41.72
87020	-41.05
87040	-41.12
87060	-41.25
87080	-40.98
87100	-42.38
87120	-42.04
87140	-42.38
87160	-41.58
87180	-41.43
87200	-41.96
87220	-42.48
87240	-41.26
87260	-41.76
87280	-41.36
87300	-41.09
87320	-41.61
87340	-41.76
87360	-41.2
87380	-41.36
87400	-41.13
87420	-41.98
87440	-41.56
87460	-41.73
87480	-40.8
87500	-41.67
87520	-41.88
87540	-42.2
87560	-40.93
87580	-42.02
87600	-41.24
87620	-41.28
87640	-41.09
87660	-40.99
87680	-40.12
87700	-40.5
87720	-40.14
87740	-39.53
87760	-38.91
87780	-39.03
87800	-39.16
87820	-39.79
87840	-40.03
87860	-39.75
87880	-40.26
87900	-40.77
87920	-40.4
87940	-39.93
87960	-39.53
87980	-40.36
88000	-40.08
88020	-39.44
88040	-39.37
88060	-39.72
88080	-39.1
88100	-38.91
88120	-38.95
88140	-38.89
88160	-38.49
88180	-39.24
88200	-39.93
88220	-39.92
88240	-39.46
88260	-40.28
88280	-37.91
88300	-39.23
88320	-39.08
88340	-38.29
88360	-38.72
88380	-38
88400	-38.35
88420	-39.02
88440	-39.06
88460	-38.66
88480	-39.31
88500	-38.85
88520	-39.04
88540	-38.63
88560	-38.86
88580	-38.86
88600	-38.46
88620	-38.14
88640	-38.33
88660	-38.29
88680	-38.17
88700	-38.58
88720	-38.64
88740	-39.29
88760	-38.76
88780	-38.94
88800	-38.95
88820	-39.34
88840	-39.04
88860	-39.37
88880	-40.53
88900	-39.94
88920	-38.73
88940	-39.63
88960	-39.17
88980	-38.35
89000	-38.24
89020	-38.63
89040	-38.28
89060	-37.89
89080	-38.03
89100	-38.37
89120	-38.46
89140	-38.8
89160	-38.43
89180	-38.25
89200	-37.95
89220	-38.39
89240	-37.78
89260	-38.18
89280	-38.68
89300	-38.99
89320	-38.54
89340	-38.04
89360	-38.13
89380	-37.56
89400	-37.79
89420	-37.74
89440	-37.93
89460	-37.75
89480	-38.12
89500	-38.02
89520	-38.42
89540	-37.27
89560	-38.07
89580	-38.38
89600	-37.92
89620	-37.7
89640	-37.66
89660	-37.51
89680	-37.36
89700	-38.02
89720	-38.12
89740	-38.02
89760	-38.16
89780	-37.21
89800	-38.79
89820	-39.46
89840	-39.18
89860	-38.39
89880	-38.68
89900	-38.06
89920	-38.31
89940	-37.86
89960	-38.26
89980	-37.63
90000	-37.84
90020	-38.25
90040	-38.14
90060	-39.14
90080	-39.99
90100	-39.88
90120	-40.23
90140	-40.82
90160	-39.72
90180	-39.75
90200	-39.88
90220	-39.23
90240	-40.08
90260	-39.49
90280	-40.09
90300	-39.65
90320	-39.64
90340	-39.63
90360	-40.22
90380	-39.83
90400	-40
90420	-39.25
90440	-39.49
90460	-39.54
90480	-39.8
90500	-39.07
90520	-39.28
90540	-39.31
90560	-39.19
90580	-39.66
90600	-39.86
90620	-40.06
90640	-38.95
90660	-39.88
90680	-39.07
90700	-39.99
90720	-39.35
90740	-39.31
90760	-40.04
90780	-39.5
90800	-39.66
90820	-39.75
90840	-39.65
90860	-39.35
90880	-39.32
90900	-40.07
90920	-39.89
90940	-39.04
90960	-39.54
90980	-39.13
91000	-38.77
91020	-39.61
91040	-39.59
91060	-39.31
91080	-39.7
91100	-39.41
91120	-39.41
91140	-39.33
91160	-39.54
91180	-39.58
91200	-39.67
91220	-38.99
91240	-39.37
91260	-38.76
91280	-39.38
91300	-39.88
91320	-40.42
91340	-39
91360	-39.41
91380	-39.56
91400	-39.6
91420	-39.98
91440	-40
91460	-39.78
91480	-39.71
91500	-39.72
91520	-39.47
91540	-40.63
91560	-39.48
91580	-39.41
91600	-40.13
91620	-39.79
91640	-40.26
91660	-39.85
91680	-39.9
91700	-39.74
91720	-40.12
91740	-39.5
91760	-39.23
91780	-39.47
91800	-39.31
91820	-38.42
91840	-39.06
91860	-39.01
91880	-39.6
91900	-39.25
91920	-40.08
91940	-39.81
91960	-39.26
91980	-40.12
92000	-39.74
92020	-39.71
92040	-39.55
92060	-39.63
92080	-39.35
92100	-39.75
92120	-39.36
92140	-40.06
92160	-39.52
92180	-39.21
92200	-39.41
92220	-40.12
92240	-40.82
92260	-39.79
92280	-39.62
92300	-40.6
92320	-39.67
92340	-38.98
92360	-38.82
92380	-39.32
92400	-39.88
92420	-39.56
92440	-39.54
92460	-40.68
92480	-38.8
92500	-38.58
92520	-39.46
92540	-40.14
92560	-39.22
92580	-39.89
92600	-39.53
92620	-39.36
92640	-40.16
92660	-40.24
92680	-39.47
92700	-39.54
92720	-39.59
92740	-39.19
92760	-39.64
92780	-39.94
92800	-39.19
92820	-40.06
92840	-39.56
92860	-39.99
92880	-40.47
92900	-40.68
92920	-40.13
92940	-40.59
92960	-39.92
92980	-39.18
93000	-40.01
93020	-39.8
93040	-39.97
93060	-39.97
93080	-40.08
93100	-39.92
93120	-39.74
93140	-40.51
93160	-39.71
93180	-39.41
93200	-39.45
93220	-40.71
93240	-40.22
93260	-39
93280	-39.2
93300	-39.56
93320	-38.7
93340	-39.63
93360	-40.17
93380	-39.33
93400	-40.32
93420	-40.06
93440	-39.46
93460	-40.37
93480	-39.33
93500	-39.6
93520	-39.54
93540	-39.28
93560	-39.72
93580	-40.01
93600	-39.83
93620	-39.03
93640	-38.58
93660	-39.45
93680	-39.58
93700	-40.26
93720	-39.02
93740	-39.75
93760	-40.55
93780	-40.12
93800	-39.79
93820	-39.37
93840	-38.96
93860	-40.07
93880	-39.7
93900	-40.04
93920	-39.14
93940	-39.43
93960	-39.34
93980	-39.05
94000	-38.77
94020	-39.06
94040	-39.51
94060	-39.25
94080	-39.83
94100	-38.94
94120	-39.98
94140	-38.77
94160	-39
94180	-39.11
94200	-38.3
94220	-39.78
94240	-39.06
94260	-39.08
94280	-39.07
94300	-39.54
94320	-40.23
94340	-39.54
94360	-39.89
94380	-39.6
94400	-39.1
94420	-39.42
94440	-39.71
94460	-39.64
94480	-39.63
94500	-39.41
94520	-39.17
94540	-39.37
94560	-39.7
94580	-39.5
94600	-39.62
94620	-40.15
94640	-40.12
94660	-39.77
94680	-39.59
94700	-39.73
94720	-39.37
94740	-39.55
94760	-39.58
94780	-38.6
94800	-39.09
94820	-39.5
94840	-38.78
94860	-39.1
94880	-40.41
94900	-39.53
94920	-38.44
94940	-39.36
94960	-39.45
94980	-38.69
95000	-39.42
95020	-39.56
95040	-39.2
95060	-39.41
95080	-39.05
95100	-39.2
95120	-38.83
95140	-38.78
95160	-37.56
95180	-39.49
95200	-39.02
95220	-39.85
95240	-39.52
95260	-38.39
95280	-39.22
95300	-39.64
95320	-39.2
95340	-38.17
95360	-39.12
95380	-38.91
95400	-38.09
95420	-39.41
95440	-38.84
95460	-39.57
95480	-38.76
95500	-39.51
95520	-39.12
95540	-39.27
95560	-39.08
95580	-38.73
95600	-39.73
95620	-39.11
95640	-37.99
95660	-38.99
95680	-38.47
95700	-38.81
95720	-38.85
95740	-38.99
95760	-38.65
95780	-38.61
95800	-38.59
95820	-38.36
95840	-38.81
95860	-39
95880	-38.68
95900	-38.16
95920	-38.62
95940	-39.07
95960	-39.25
95980	-38.64
96000	-39.11
96020	-38.83
96040	-38.9
96060	-38.3
96080	-38.66
96100	-38.3
96120	-38.36
96140	-38.26
96160	-38.9
96180	-39
96200	-39.05
96220	-39.05
96240	-38.36
96260	-37.93
96280	-38.68
96300	-38.28
96320	-38.8
96340	-38.61
96360	-38.4
96380	-37.78
96400	-38.11
96420	-38.78
96440	-37.71
96460	-38.27
96480	-38.31
96500	-38.15
96520	-37.93
96540	-38.22
96560	-38.71
96580	-38.73
96600	-39.1
96620	-39.08
96640	-39.25
96660	-38.77
96680	-39.56
96700	-39.24
96720	-39.22
96740	-39.27
96760	-38.84
96780	-38.26
96800	-37.4
96820	-38.4
96840	-38.41
96860	-39.08
96880	-38.58
96900	-38.24
96920	-39.26
96940	-39.08
96960	-38.66
96980	-38.61
97000	-38.01
97020	-39.42
97040	-39.04
97060	-38.6
97080	-38.66
97100	-38.05
97120	-39.07
97140	-39.15
97160	-38.02
97180	-38.57
97200	-38.4
97220	-38.51
97240	-38.68
97260	-38.29
97280	-38.31
97300	-38.49
97320	-37.57
97340	-38.7
97360	-38.88
97380	-38.2
97400	-38.19
97420	-38.76
97440	-37.63
97460	-37.75
97480	-38.2
97500	-37.96
97520	-37.31
97540	-37.62
97560	-38.89
97580	-39.32
97600	-39.17
97620	-38.81
97640	-38.62
97660	-38.51
97680	-37.79
97700	-38.53
97720	-38.63
97740	-38.06
97760	-38.83
97780	-38.55
97800	-38.95
97820	-38.33
97840	-38.59
97860	-38.34
97880	-38.81
97900	-38.56
97920	-38.26
97940	-38.58
97960	-38.4
97980	-38.19
98000	-39.46
98020	-38.22
98040	-38.03
98060	-38.25
98080	-38.3
98100	-38.43
98120	-38.69
98140	-37.92
98160	-38.92
98180	-38.22
98200	-38.83
98220	-38.66
98240	-37.45
98260	-38.7
98280	-38.79
98300	-38.87
98320	-38.51
98340	-38.26
98360	-38.45
98380	-38.15
98400	-38.87
98420	-38.61
98440	-38.19
98460	-37.91
98480	-38.75
98500	-38.01
98520	-37.17
98540	-37.93
98560	-38.54
98580	-38.06
98600	-38.19
98620	-37.53
98640	-38.42
98660	-38
98680	-38.41
98700	-38.2
98720	-37.51
98740	-38.12
98760	-37.62
98780	-38.23
98800	-36.99
98820	-37.4
98840	-37.02
98860	-37.8
98880	-37.75
98900	-38.13
98920	-38.2
98940	-38.28
98960	-37.98
98980	-37.73
99000	-37.71
99020	-38.62
99040	-38.42
99060	-39.08
99080	-38.54
99100	-38.33
99120	-37.71
99140	-37.46
99160	-38.46
99180	-38.59
99200	-38.23
99220	-38.03
99240	-38.13
99260	-38.34
99280	-37.88
99300	-38.55
99320	-38.24
99340	-37.94
99360	-37.89
99380	-38.01
99400	-37.01
99420	-37.72
99440	-38.29
99460	-38.22
99480	-37.47
99500	-37.71
99520	-38.39
99540	-38.13
99560	-38.26
99580	-38.38
99600	-37.52
99620	-37.7
99640	-37.45
99660	-37.7
99680	-37.82
99700	-38.37
99720	-37.67
99740	-37.88
99760	-37.52
99780	-36.8
99800	-38
99820	-37.61
99840	-38.25
99860	-37.79
99880	-37.51
99900	-37.36
99920	-37.7
99940	-37.32
99960	-37.96
99980	-37.37
100000	-37.68
100020	-37.43
100040	-37.66
100060	-37.64
100080	-37.43
100100	-37.16
100120	-37.59
100140	-37.3
100160	-38.05
100180	-37.97
100200	-37.56
100220	-38.38
100240	-37.95
100260	-37.73
100280	-37.77
100300	-37.67
100320	-37.66
100340	-37.95
100360	-37.35
100380	-37.84
100400	-38.42
100420	-37.95
100440	-37.37
100460	-38.25
100480	-37.9
100500	-38.07
100520	-38.2
100540	-37.59
100560	-37.7
100580	-38.4
100600	-37.6
100620	-37.35
100640	-37.76
100660	-37.68
100680	-38.69
100700	-37.95
100720	-37.83
100740	-37.91
100760	-37.52
100780	-37.23
100800	-37.67
100820	-38.62
100840	-38.12
100860	-38.22
100880	-37.51
100900	-37.53
100920	-37.31
100940	-37.74
100960	-37.85
100980	-37.84
101000	-37.37
101020	-37.28
101040	-37.95
101060	-38.02
101080	-37.58
101100	-37.47
101120	-37.02
101140	-37.6
101160	-37.19
101180	-37.75
101200	-37.73
101220	-36.82
101240	-37.07
101260	-36.87
101280	-36.96
101300	-37.6
101320	-38.64
101340	-37.75
101360	-37.58
101380	-37.68
101400	-37.39
101420	-37.64
101440	-37.19
101460	-37.6
101480	-37.28
101500	-37.6
101520	-37.4
101540	-37.35
101560	-37.53
101580	-37.75
101600	-37.3
101620	-37.59
101640	-37.91
101660	-37.06
101680	-37.36
101700	-37.49
101720	-37.11
101740	-37.25
101760	-37.41
101780	-37.57
101800	-37.91
101820	-37.31
101840	-37.03
101860	-36.32
101880	-37.66
101900	-37.16
101920	-36.5
101940	-37.37
101960	-37.89
101980	-37.52
102000	-36.88
102020	-36.78
102040	-37.17
102060	-37.26
102080	-37.12
102100	-36.72
102120	-37.26
102140	-37.08
102160	-36.64
102180	-37.17
102200	-36.94
102220	-37.77
102240	-37.3
102260	-36.66
102280	-36.96
102300	-36.28
102320	-37.77
102340	-37.22
102360	-36.94
102380	-36.74
102400	-37.14
102420	-36.98
102440	-37.31
102460	-37.11
102480	-36.35
102500	-36.59
102520	-37.48
102540	-37.2
102560	-36.94
102580	-36.88
102600	-37.13
102620	-36.75
102640	-36.78
102660	-37.31
102680	-37.26
102700	-37.18
102720	-37.8
102740	-37.72
102760	-36.36
102780	-36.54
102800	-36.65
102820	-37.41
102840	-36.73
102860	-36.77
102880	-36.88
102900	-35.8
102920	-36.64
102940	-36.07
102960	-36.67
102980	-36.71
103000	-36.41
103020	-37.74
103040	-37.25
103060	-37.45
103080	-36.53
103100	-36.47
103120	-37.19
103140	-36.83
103160	-36.63
103180	-36.71
103200	-36.86
103220	-36.44
103240	-37.23
103260	-36.98
103280	-36.8
103300	-36.66
103320	-36.37
103340	-37.01
103360	-36.95
103380	-36.87
103400	-36.57
103420	-37
103440	-37.14
103460	-36.88
103480	-37.22
103500	-36.64
103520	-36.79
103540	-37.04
103560	-37.09
103580	-37.02
103600	-36.67
103620	-36.62
103640	-36.54
103660	-36.95
103680	-36.85
103700	-37.28
103720	-36.34
103740	-36.74
103760	-35.98
103780	-36.65
103800	-36.9
103820	-37.4
103840	-36.41
103860	-36.15
103880	-36.92
103900	-36.74
103920	-37.17
103940	-36.96
103960	-36.85
103980	-37.08
104000	-36.35
104020	-37.04
104040	-37.74
104060	-38.77
104080	-38.69
104100	-39.39
104120	-39.86
104140	-39.46
104160	-39.23
104180	-39.08
104200	-39.85
104220	-39.4
104240	-39.75
104260	-39.28
104280	-38.87
104300	-38.94
104320	-39.66
104340	-39.84
104360	-38.85
104380	-38.94
104400	-36.92
104420	-36.23
104440	-35.9
104460	-35.53
104480	-37.4
104500	-37.66
104520	-38.2
104540	-38.98
104560	-39.36
104580	-39.91
104600	-39.55
104620	-39.13
104640	-39.68
104660	-39.49
104680	-39.91
104700	-39.92
104720	-39.99
104740	-39.81
104760	-39.58
104780	-39.96
104800	-40.06
104820	-39.49
104840	-40.16
104860	-40.4
104880	-39.61
104900	-39.96
104920	-39.92
104940	-39.51
104960	-40.04
104980	-39.54
105000	-39.22
105020	-39.7
105040	-39.75
105060	-39.6
105080	-39.26
105100	-39.78
105120	-40.51
105140	-40.39
105160	-39.89
105180	-39.5
105200	-40
